Phần,Chương,Số điều,Tiêu đề điều,Nội dung điều,Số khoản,Nội dung khoản,Điểm,Nội dung điểm,article_id,clause_id,point_id
Phần thứ hai - CÁC TỘI PHẠM,Chương XXII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ HÀNH CHÍNH,350,Tội cưỡng ép người khác trốn đi nước ngoài hoặc ở lại nước ngoài trái phép,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm:",b,Đối với từ 05 người đến 10 người;,350,350_2.0,350_2.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ HÀNH CHÍNH,350,Tội cưỡng ép người khác trốn đi nước ngoài hoặc ở lại nước ngoài trái phép,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm:",c,Có tính chất chuyên nghiệp;,350,350_2.0,350_2.0_c
Phần thứ hai - CÁC TỘI PHẠM,Chương XXII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ HÀNH CHÍNH,350,Tội cưỡng ép người khác trốn đi nước ngoài hoặc ở lại nước ngoài trái phép,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm:",d,Vì động cơ đê hèn;,350,350_2.0,350_2.0_d
Phần thứ hai - CÁC TỘI PHẠM,Chương XXII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ HÀNH CHÍNH,350,Tội cưỡng ép người khác trốn đi nước ngoài hoặc ở lại nước ngoài trái phép,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm:",đ,Tái phạm nguy hiểm.,350,350_2.0,350_2.0_đ
Phần thứ hai - CÁC TỘI PHẠM,Chương XXII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ HÀNH CHÍNH,350,Tội cưỡng ép người khác trốn đi nước ngoài hoặc ở lại nước ngoài trái phép,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm:",a,Đối với 11 người trở lên;,350,350_3.0,350_3.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ HÀNH CHÍNH,350,Tội cưỡng ép người khác trốn đi nước ngoài hoặc ở lại nước ngoài trái phép,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm:",b,Làm chết người.,350,350_3.0,350_3.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXII - CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ HÀNH CHÍNH,351,"Tội xúc phạm Quốc kỳ, Quốc huy, Quốc ca","Người nào cố ý xúc phạm Quốc kỳ, Quốc huy, Quốc ca, thì bị phạt cảnh cáo, cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm.",,,,,351,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,352,Khái niệm tội phạm về chức vụ,,1.0,"Các tội phạm về chức vụ là những hành vi xâm phạm hoạt động đúng đắn của cơ quan, tổ chức do người có chức vụ thực hiện trong khi thực hiện công vụ, nhiệm vụ.",,,352,352_1.0,
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,352,Khái niệm tội phạm về chức vụ,,2.0,"Người có chức vụ là người do bổ nhiệm, do bầu cử, do hợp đồng hoặc do một hình thức khác, có hưởng lương hoặc không hưởng lương, được giao thực hiện một nhiệm vụ nhất định và có quyền hạn nhất định trong khi thực hiện công vụ, nhiệm vụ. Mục 1. CÁC TỘI PHẠM THAM NHŨNG",,,352,352_2.0,
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,1.0,"Người nào lợi dụng chức vụ, quyền hạn chiếm đoạt tài sản mà mình có trách nhiệm quản lý trị giá từ 2.000.000 đồng đến dưới 100.000.000 đồng hoặc dưới 2.000.000 đồng nhưng thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm:",a,Đã bị xử lý kỷ luật về hành vi này mà còn vi phạm;,353,353_1.0,353_1.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,1.0,"Người nào lợi dụng chức vụ, quyền hạn chiếm đoạt tài sản mà mình có trách nhiệm quản lý trị giá từ 2.000.000 đồng đến dưới 100.000.000 đồng hoặc dưới 2.000.000 đồng nhưng thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 07 năm:",b,"Đã bị kết án về một trong các tội quy định tại Mục 1 Chương này, chưa được xóa án tích mà còn vi phạm.",353,353_1.0,353_1.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",a,Có tổ chức;,353,353_2.0,353_2.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",b,"Dùng thủ đoạn xảo quyệt, nguy hiểm;",353,353_2.0,353_2.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",c,Phạm tội 02 lần trở lên;,353,353_2.0,353_2.0_c
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",d,Chiếm đoạt tài sản trị giá từ 100.000.000 đồng đến dưới 500.000.000 đồng;,353,353_2.0,353_2.0_d
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",đ,"Chiếm đoạt tiền, tài sản dùng vào mục đích xóa đói, giảm nghèo; tiền, phụ cấp, trợ cấp, ưu đãi đối với người có công với cách mạng; các loại quỹ dự phòng hoặc các loại tiền, tài sản trợ cấp, quyên góp cho những vùng bị thiên tai, dịch bệnh hoặc các vùng kinh tế đặc biệt khó khăn;",353,353_2.0,353_2.0_đ
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",e,Gây thiệt hại về tài sản từ 1.000.000.000 đồng đến dưới 3.000.000.000 đồng;,353,353_2.0,353_2.0_e
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",g,"Ảnh hưởng xấu đến đời sống của cán bộ, công chức, viên chức và người lao động trong cơ quan, tổ chức.",353,353_2.0,353_2.0_g
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm:",a,Chiếm đoạt tài sản trị giá từ 500.000.000 đồng đến dưới 1.000.000.000 đồng;,353,353_3.0,353_3.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm:",b,Gây thiệt hại về tài sản từ 3.000.000.000 đồng đến dưới 5.000.000.000 đồng;,353,353_3.0,353_3.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm:",c,"Gây ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội;",353,353_3.0,353_3.0_c
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm:",d,Dẫn đến doanh nghiệp hoặc tổ chức khác bị phá sản hoặc ngừng hoạt động.,353,353_3.0,353_3.0_d
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù 20 năm hoặc tù chung thân:",a,Chiếm đoạt tài sản trị giá 1.000.000.000 đồng trở lên;,353,353_4.0,353_4.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù 20 năm hoặc tù chung thân:",b,Gây thiệt hại về tài sản 5.000.000.000 đồng trở lên.,353,353_4.0,353_4.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,5.0,"Người phạm tội còn bị cấm đảm nhiệm chức vụ nhất định từ 01 năm đến 05 năm, có thể bị phạt tiền từ 60.000.000 đồng đến 200.000.000 đồng, tịch thu một phần hoặc toàn bộ tài sản.",,,353,353_5.0,
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,353,Tội tham ô tài sản,,6.0,"Người có chức vụ, quyền hạn trong các doanh nghiệp, tổ chức ngoài Nhà nước mà tham ô tài sản, thì bị xử lý theo quy định tại Điều này.",,,353,353_6.0,
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,1.0,"Người nào lợi dụng chức vụ, quyền hạn trực tiếp hoặc qua trung gian nhận hoặc sẽ nhận bất kỳ lợi ích nào sau đây cho chính bản thân người đó hoặc cho người hoặc tổ chức khác để làm hoặc không làm một việc vì lợi ích hoặc theo yêu cầu của người đưa hối lộ, thì bị phạt tù từ 02 năm đến 07 năm:",a,"Tiền, tài sản hoặc lợi ích vật chất khác trị giá từ 2.000.000 đồng đến dưới 100.000.000 đồng hoặc dưới 2.000.000 đồng nhưng đã bị xử lý kỷ luật về hành vi này mà còn vi phạm hoặc đã bị kết án về một trong các tội quy định tại Mục 1 Chương này, chưa được xóa án tích mà còn vi phạm;",354,354_1.0,354_1.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,1.0,"Người nào lợi dụng chức vụ, quyền hạn trực tiếp hoặc qua trung gian nhận hoặc sẽ nhận bất kỳ lợi ích nào sau đây cho chính bản thân người đó hoặc cho người hoặc tổ chức khác để làm hoặc không làm một việc vì lợi ích hoặc theo yêu cầu của người đưa hối lộ, thì bị phạt tù từ 02 năm đến 07 năm:",b,Lợi ích phi vật chất.,354,354_1.0,354_1.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",a,Có tổ chức;,354,354_2.0,354_2.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",b,"Lạm dụng chức vụ, quyền hạn;",354,354_2.0,354_2.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",c,"Của hối lộ là tiền, tài sản hoặc lợi ích vật chất khác trị giá từ 100.000.000 đồng đến dưới 500.000.000 đồng;",354,354_2.0,354_2.0_c
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",d,Gây thiệt hại về tài sản từ 1.000.000.000 đồng đến dưới 3.000.000.000 đồng;,354,354_2.0,354_2.0_d
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",đ,Phạm tội 02 lần trở lên;,354,354_2.0,354_2.0_đ
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",e,Biết rõ của hối lộ là tài sản của Nhà nước;,354,354_2.0,354_2.0_e
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",g,"Đòi hối lộ, sách nhiễu hoặc dùng thủ đoạn xảo quyệt.",354,354_2.0,354_2.0_g
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm:",a,"Của hối lộ là tiền, tài sản hoặc lợi ích vật chất khác trị giá từ 500.000.000 đồng đến dưới 1.000.000.000 đồng;",354,354_3.0,354_3.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm:",b,Gây thiệt hại về tài sản từ 3.000.000.000 đồng đến dưới 5.000.000.000 đồng.,354,354_3.0,354_3.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù 20 năm hoặc tù chung thân:",a,"Của hối lộ là tiền, tài sản hoặc lợi ích vật chất khác trị giá 1.000.000.000 đồng trở lên;",354,354_4.0,354_4.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù 20 năm hoặc tù chung thân:",b,Gây thiệt hại về tài sản 5.000.000.000 đồng trở lên.,354,354_4.0,354_4.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,5.0,"Người phạm tội còn bị cấm đảm nhiệm chức vụ nhất định từ 01 năm đến 05 năm, có thể bị phạt tiền từ 60.000.000 đồng đến 200.000.000 đồng, tịch thu một phần hoặc toàn bộ tài sản.",,,354,354_5.0,
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,354,Tội nhận hối lộ,,6.0,"Người có chức vụ, quyền hạn trong các doanh nghiệp, tổ chức ngoài Nhà nước mà nhận hối lộ, thì bị xử lý theo quy định tại Điều này.",,,354,354_6.0,
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,1.0,"Người nào lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản của người khác trị giá từ 2.000.000 đồng đến dưới 100.000.000 đồng hoặc dưới 2.000.000 đồng nhưng thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 06 năm:",a,Đã bị xử lý kỷ luật về hành vi này mà còn vi phạm;,355,355_1.0,355_1.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,1.0,"Người nào lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản của người khác trị giá từ 2.000.000 đồng đến dưới 100.000.000 đồng hoặc dưới 2.000.000 đồng nhưng thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 01 năm đến 06 năm:",b,"Đã bị kết án về một trong các tội quy định tại Mục 1 Chương này, chưa được xóa án tích mà còn vi phạm;",355,355_1.0,355_1.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 06 năm đến 13 năm:",a,Có tổ chức;,355,355_2.0,355_2.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 06 năm đến 13 năm:",b,"Dùng thủ đoạn xảo quyệt, nguy hiểm;",355,355_2.0,355_2.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 06 năm đến 13 năm:",c,Phạm tội 02 lần trở lên;,355,355_2.0,355_2.0_c
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 06 năm đến 13 năm:",d,Chiếm đoạt tài sản trị giá từ 100.000.000 đồng đến dưới 500.000.000 đồng;,355,355_2.0,355_2.0_d
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 06 năm đến 13 năm:",đ,Gây thiệt hại về tài sản từ 1.000.000.000 đồng đến dưới 3.000.000.000 đồng;,355,355_2.0,355_2.0_đ
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 06 năm đến 13 năm:",e,"Chiếm đoạt tiền, tài sản dùng vào mục đích xóa đói, giảm nghèo; tiền, phụ cấp, trợ cấp, ưu đãi đối với người có công với cách mạng; các loại quỹ dự phòng hoặc các loại tiền, tài sản trợ cấp, quyên góp cho những vùng bị thiên tai, dịch bệnh hoặc các vùng kinh tế đặc biệt khó khăn.",355,355_2.0,355_2.0_e
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 13 năm đến 20 năm:",a,Chiếm đoạt tài sản trị giá từ 500.000.000 đồng đến dưới 1.000.000.000 đồng;,355,355_3.0,355_3.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 13 năm đến 20 năm:",b,Gây thiệt hại về tài sản từ 3.000.000.000 đồng đến dưới 5.000.000.000 đồng;,355,355_3.0,355_3.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 13 năm đến 20 năm:",c,Dẫn đến doanh nghiệp hoặc tổ chức khác bị phá sản hoặc ngừng hoạt động;,355,355_3.0,355_3.0_c
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 13 năm đến 20 năm:",d,"Gây ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội.",355,355_3.0,355_3.0_d
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù 20 năm hoặc tù chung thân:",a,Chiếm đoạt tài sản trị giá 1.000.000.000 đồng trở lên;,355,355_4.0,355_4.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù 20 năm hoặc tù chung thân:",b,Gây thiệt hại về tài sản 5.000.000.000 đồng trở lên.,355,355_4.0,355_4.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,355,"Tội lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản",,5.0,"Người phạm tội còn bị cấm đảm nhiệm chức vụ nhất định từ 01 năm đến 05 năm, có thể bị phạt tiền từ 60.000.000 đồng đến 200.000.000 đồng, tịch thu một phần hoặc toàn bộ tài sản.",,,355,355_5.0,
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,356,"Tội lợi dụng chức vụ, quyền hạn trong khi thi hành công vụ",,1.0,"Người nào vì vụ lợi hoặc động cơ cá nhân khác mà lợi dụng chức vụ, quyền hạn làm trái công vụ gây thiệt hại về tài sản từ 10.000.000 đồng đến dưới 200.000.000 đồng hoặc gây thiệt hại khác đến lợi ích của Nhà nước, quyền, lợi ích hợp pháp của tổ chức, cá nhân, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm.",,,356,356_1.0,
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,356,"Tội lợi dụng chức vụ, quyền hạn trong khi thi hành công vụ",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",a,Có tổ chức;,356,356_2.0,356_2.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,356,"Tội lợi dụng chức vụ, quyền hạn trong khi thi hành công vụ",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",b,Phạm tội 02 lần trở lên;,356,356_2.0,356_2.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,356,"Tội lợi dụng chức vụ, quyền hạn trong khi thi hành công vụ",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",c,Gây thiệt hại về tài sản từ 200.000.000 đồng đến dưới 1.000.000.000 đồng.,356,356_2.0,356_2.0_c
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,356,"Tội lợi dụng chức vụ, quyền hạn trong khi thi hành công vụ",,3.0,"Phạm tội gây thiệt hại về tài sản 1.000.000.000 đồng trở lên, thì bị phạt tù từ 10 năm đến 15 năm.",,,356,356_3.0,
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,356,"Tội lợi dụng chức vụ, quyền hạn trong khi thi hành công vụ",,4.0,"Người phạm tội còn bị cấm đảm nhiệm chức vụ nhất định từ 01 năm đến 05 năm, có thể bị phạt tiền từ 20.000.000 đồng đến 200.000.000 đồng.",,,356,356_4.0,
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,357,Tội lạm quyền trong khi thi hành công vụ,,1.0,"Người nào vì vụ lợi hoặc động cơ cá nhân khác mà vượt quá quyền hạn của mình làm trái công vụ gây thiệt hại về tài sản từ 10.000.000 đồng đến dưới 100.000.000 đồng hoặc gây thiệt hại khác đến lợi ích của Nhà nước, quyền, lợi ích hợp pháp của tổ chức, cá nhân, thì bị phạt tù từ 01 năm đến 07 năm.",,,357,357_1.0,
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,357,Tội lạm quyền trong khi thi hành công vụ,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",a,Có tổ chức;,357,357_2.0,357_2.0_a
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,357,Tội lạm quyền trong khi thi hành công vụ,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",b,Phạm tội 02 lần trở lên;,357,357_2.0,357_2.0_b
Phần thứ hai - CÁC TỘI PHẠM,Chương XXIII - CÁC TỘI PHẠM VỀ CHỨC VỤ,357,Tội lạm quyền trong khi thi hành công vụ,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",c,Gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.,357,357_2.0,357_2.0_c
