Phần,Chương,Số điều,Tiêu đề điều,Nội dung điều,Số khoản,Nội dung khoản,Điểm,Nội dung điểm,full_text,crime_group,crime_category,intent_type,actor,victim,action,consequence,penalty_main,penalty_supplementary,aggravating_circ,mitigating_circ,condition,exception,judicial_measure
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",300.0,Tội tài trợ khủng bố,,4.0,"Pháp nhân thương mại phạm tội quy định tại Điều này, thì bị phạt như sau:",a,"Phạm tội thuộc trường hợp quy định tại khoản 1 Điều này, thì bị phạt tiền từ 7.000.000.000 đồng đến 15.000.000.000 đồng hoặc đình chỉ hoạt động có thời hạn từ 06 tháng đến 03 năm;","Pháp nhân thương mại phạm tội quy định tại Điều này, thì bị phạt như sau: Phạm tội thuộc trường hợp quy định tại khoản 1 Điều này, thì bị phạt tiền từ 7.000.000.000 đồng đến 15.000.000.000 đồng hoặc đình chỉ hoạt động có thời hạn từ 06 tháng đến 03 năm;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm ít nghiêm trọng,Không xác định,Pháp nhân thương mại,Người khác,Không xác định,Không xác định,Phạt tiền,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",300.0,Tội tài trợ khủng bố,,4.0,"Pháp nhân thương mại phạm tội quy định tại Điều này, thì bị phạt như sau:",b,"Phạm tội thuộc trường hợp quy định tại Điều 79 của Bộ luật này, thì bị đình chỉ hoạt động vĩnh viễn;","Pháp nhân thương mại phạm tội quy định tại Điều này, thì bị phạt như sau: Phạm tội thuộc trường hợp quy định tại Điều 79 của Bộ luật này, thì bị đình chỉ hoạt động vĩnh viễn;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Không xác định,Không xác định,Pháp nhân thương mại,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",300.0,Tội tài trợ khủng bố,,4.0,"Pháp nhân thương mại phạm tội quy định tại Điều này, thì bị phạt như sau:",c,"Pháp nhân thương mại còn có thể bị phạt tiền từ 1.000.000.000 đồng đến 5.000.000.000 đồng, cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định hoặc cấm huy động vốn từ 01 năm đến 03 năm.","Pháp nhân thương mại phạm tội quy định tại Điều này, thì bị phạt như sau: Pháp nhân thương mại còn có thể bị phạt tiền từ 1.000.000.000 đồng đến 5.000.000.000 đồng, cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định hoặc cấm huy động vốn từ 01 năm đến 03 năm.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm ít nghiêm trọng,Không xác định,Pháp nhân thương mại,Người khác,Không xác định,Không xác định,Phạt tiền,Phạt tiền,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",301.0,Tội bắt cóc con tin,,1.0,"Người nào bắt, giữ hoặc giam người khác làm con tin nhằm cưỡng ép một quốc gia, vùng lãnh thổ, tổ chức quốc tế hoặc cơ quan, tổ chức, cá nhân làm hoặc không làm một việc như một điều kiện để thả con tin, nếu không thuộc trường hợp quy định tại Điều 113 và Điều 299 của Bộ luật này, thì bị phạt tù từ 01 năm đến 04 năm.",,,"Người nào bắt, giữ hoặc giam người khác làm con tin nhằm cưỡng ép một quốc gia, vùng lãnh thổ, tổ chức quốc tế hoặc cơ quan, tổ chức, cá nhân làm hoặc không làm một việc như một điều kiện để thả con tin, nếu không thuộc trường hợp quy định tại Điều 113 và Điều 299 của Bộ luật này, thì bị phạt tù từ 01 năm đến 04 năm.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 01 năm đến 04 năm,,,,"không thuộc trường hợp quy định tại Điều 113 và Điều 299 của Bộ luật này, thì bị phạt tù từ 01 năm đến 04 năm",,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",301.0,Tội bắt cóc con tin,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm:",a,Có tổ chức;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm: Có tổ chức;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 03 năm đến 07 năm,,Có tổ chức,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",301.0,Tội bắt cóc con tin,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm:",b,"Lợi dụng chức vụ, quyền hạn;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm: Lợi dụng chức vụ, quyền hạn;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm ít nghiêm trọng,Không xác định,Người có chức vụ,Người khác,Không xác định,Không xác định,Phạt tù từ 03 năm đến 07 năm,,Lợi dụng chức vụ,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",301.0,Tội bắt cóc con tin,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm:",c,"Đối với người dưới 18 tuổi, phụ nữ mà biết là có thai, người đủ 70 tuổi trở lên;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm: Đối với người dưới 18 tuổi, phụ nữ mà biết là có thai, người đủ 70 tuổi trở lên;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm ít nghiêm trọng,Không xác định,Người,Người dưới 18 tuổi,Không xác định,Không xác định,Phạt tù từ 03 năm đến 07 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",301.0,Tội bắt cóc con tin,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm:",d,Đối với người đang thi hành công vụ;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm: Đối với người đang thi hành công vụ;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm ít nghiêm trọng,Không xác định,Người,Người thi hành công vụ,Không xác định,Không xác định,Phạt tù từ 03 năm đến 07 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",301.0,Tội bắt cóc con tin,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm:",đ,Gây hậu quả nghiêm trọng.,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm: Gây hậu quả nghiêm trọng.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 03 năm đến 07 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",301.0,Tội bắt cóc con tin,,3.0,"Phạm tội gây hậu quả rất nghiêm trọng, thì bị phạt tù từ 05 năm đến 10 năm.",,,"Phạm tội gây hậu quả rất nghiêm trọng, thì bị phạt tù từ 05 năm đến 10 năm.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",301.0,Tội bắt cóc con tin,,4.0,"Phạm tội gây hậu quả đặc biệt nghiêm trọng, thì bị phạt tù từ 08 năm đến 15 năm.",,,"Phạm tội gây hậu quả đặc biệt nghiêm trọng, thì bị phạt tù từ 08 năm đến 15 năm.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 08 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",301.0,Tội bắt cóc con tin,,5.0,"Người chuẩn bị phạm tội này, thì bị phạt tù từ 06 tháng đến 03 năm.",,,"Người chuẩn bị phạm tội này, thì bị phạt tù từ 06 tháng đến 03 năm.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 06 tháng đến 03 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,1.0,"Người nào thực hiện một trong các hành vi sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",a,"Tấn công tàu biển, phương tiện bay hoặc phương tiện hàng hải khác đang ở biển cả hoặc ở nơi không thuộc quyền tài phán của quốc gia nào;","Người nào thực hiện một trong các hành vi sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Tấn công tàu biển, phương tiện bay hoặc phương tiện hàng hải khác đang ở biển cả hoặc ở nơi không thuộc quyền tài phán của quốc gia nào;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,1.0,"Người nào thực hiện một trong các hành vi sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",b,"Tấn công hoặc bắt giữ người trên tàu biển, phương tiện bay hoặc phương tiện hàng hải khác quy định tại điểm a khoản này;","Người nào thực hiện một trong các hành vi sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Tấn công hoặc bắt giữ người trên tàu biển, phương tiện bay hoặc phương tiện hàng hải khác quy định tại điểm a khoản này;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,1.0,"Người nào thực hiện một trong các hành vi sau đây, thì bị phạt tù từ 05 năm đến 10 năm:",c,"Cướp phá tài sản trên tàu biển, phương tiện bay hoặc phương tiện hàng hải khác quy định tại điểm a khoản này.","Người nào thực hiện một trong các hành vi sau đây, thì bị phạt tù từ 05 năm đến 10 năm: Cướp phá tài sản trên tàu biển, phương tiện bay hoặc phương tiện hàng hải khác quy định tại điểm a khoản này.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",a,Có tổ chức;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: Có tổ chức;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 07 năm đến 15 năm,,Có tổ chức,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",b,Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 11% đến 30%;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 11% đến 30%;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Gây thương tích,Phạt tù từ 07 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",c,Chiếm đoạt tài sản trị giá từ 50.000.000 đồng đến dưới 200.000.000 đồng;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: Chiếm đoạt tài sản trị giá từ 50.000.000 đồng đến dưới 200.000.000 đồng;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt,Không xác định,Phạt tù từ 07 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm:",d,Gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: Gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Thiệt hại tài sản,Phạt tù từ 07 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm:",a,Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60%;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm: Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60%;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Gây thương tích,Phạt tù từ 12 năm đến 20 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm:",b,Chiếm đoạt tài sản trị giá từ 200.000.000 đồng đến dưới 500.000.000 đồng;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm: Chiếm đoạt tài sản trị giá từ 200.000.000 đồng đến dưới 500.000.000 đồng;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt,Không xác định,Phạt tù từ 12 năm đến 20 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm:",c,Gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.000.000.000 đồng.,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 12 năm đến 20 năm: Gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.000.000.000 đồng.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Thiệt hại tài sản,Phạt tù từ 12 năm đến 20 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 18 năm đến 20 năm hoặc tù chung thân:",a,Làm chết người;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 18 năm đến 20 năm hoặc tù chung thân: Làm chết người;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Chết người,Phạt tù từ 18 năm đến 20 năm; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 18 năm đến 20 năm hoặc tù chung thân:",b,Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 18 năm đến 20 năm hoặc tù chung thân: Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Tỷ lệ thương tích 61%; Gây thương tích,Phạt tù từ 18 năm đến 20 năm; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 18 năm đến 20 năm hoặc tù chung thân:",c,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người 31% trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 18 năm đến 20 năm hoặc tù chung thân: Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tỷ lệ tổn thương cơ thể của mỗi người 31% trở lên;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Gây thương tích,Phạt tù từ 18 năm đến 20 năm; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 18 năm đến 20 năm hoặc tù chung thân:",d,Chiếm đoạt tài sản trị giá 500.000.000 đồng trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 18 năm đến 20 năm hoặc tù chung thân: Chiếm đoạt tài sản trị giá 500.000.000 đồng trở lên;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt,Không xác định,Phạt tù từ 18 năm đến 20 năm; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,4.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 18 năm đến 20 năm hoặc tù chung thân:",đ,Gây thiệt hại về tài sản 1.000.000.000 đồng trở lên.,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 18 năm đến 20 năm hoặc tù chung thân: Gây thiệt hại về tài sản 1.000.000.000 đồng trở lên.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Thiệt hại tài sản,Phạt tù từ 18 năm đến 20 năm; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",302.0,Tội cướp biển,,5.0,"Người chuẩn bị phạm tội này, thì bị phạt tù từ 01 năm đến 05 năm.",,,"Người chuẩn bị phạm tội này, thì bị phạt tù từ 01 năm đến 05 năm.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 01 năm đến 05 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",303.0,"Tội phá hủy công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia",,1.0,"Người nào phá hủy công trình, cơ sở hoặc phương tiện giao thông vận tải, thông tin - liên lạc, công trình điện lực, dẫn chất đốt, công trình thủy lợi hoặc công trình quan trọng khác về quốc phòng, an ninh, kinh tế, khoa học - kỹ thuật, văn hóa và xã hội, nếu không thuộc trường hợp quy định tại Điều 114 của Bộ luật này, thì bị phạt tù từ 03 năm đến 12 năm.",,,"Người nào phá hủy công trình, cơ sở hoặc phương tiện giao thông vận tải, thông tin - liên lạc, công trình điện lực, dẫn chất đốt, công trình thủy lợi hoặc công trình quan trọng khác về quốc phòng, an ninh, kinh tế, khoa học - kỹ thuật, văn hóa và xã hội, nếu không thuộc trường hợp quy định tại Điều 114 của Bộ luật này, thì bị phạt tù từ 03 năm đến 12 năm.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 03 năm đến 12 năm,,,,"không thuộc trường hợp quy định tại Điều 114 của Bộ luật này, thì bị phạt tù từ 03 năm đến 12 năm",,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",303.0,"Tội phá hủy công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân:",a,Có tổ chức;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân: Có tổ chức;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Tù chung thân; Phạt tù từ 10 năm đến 20 năm,,Có tổ chức,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",303.0,"Tội phá hủy công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân:",b,"Làm công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia hư hỏng, ngưng hoạt động;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân: Làm công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia hư hỏng, ngưng hoạt động;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Tù chung thân; Phạt tù từ 10 năm đến 20 năm,,,,,,
